symbol	P4970_SR_1	P4970_SR_2	P4970_SR_3	P4970_SR_4	P4970_SR_5	P4970_SR_6	P4970_SR_7	P4970_SR_9	P4970_SR_10	P4970_SR_11	P4970_SR_12	P4970_SR_13	P4970_SR_14
SCEL-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCFD1	254	962	163	851	703	937	551	153	634	105	874	172	1004
SCFD2	75	228	58	244	208	378	234	48	289	17	212	71	147
SCG2	0	0	9	0	0	0	0	8	0	0	1	0	0
SCG3	0	0	4	0	50	0	25	0	0	19	3	8	5
SCG5	0	0	12	3	0	6	13	0	0	20	2	0	3
SCGB1A1	0	0	0	0	0	8	0	0	0	0	3	0	0
SCGB1B2P	0	0	0	0	0	14	0	0	0	0	1	0	3
SCGB1C1	0	0	0	0	0	0	0	0	0	0	2	0	0
SCGB1D1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D5P	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A2	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2B2	0	8	0	13	0	9	0	0	0	13	15	0	5
SCGB2B3P	0	0	0	0	8	6	0	0	0	0	1	0	0
SCGB3A1	0	0	145	11	0	9	8	0	0	12	0	0	8
SCGB3A2	0	10	0	15	0	0	0	0	0	0	0	1	11
SCGN	0	0	0	0	0	0	0	0	0	0	0	0	0
SCHIP1	5	0	12	0	7	17	35	1	0	5	3	0	1
SCIMP	140	1756	104	2544	367	770	469	53	1401	51	1602	215	1120
SCIN	4	5	7	0	24	2	35	16	9	26	3	7	0
SCLT1	294	1450	607	1768	652	1109	1065	657	769	595	1615	844	1341
SCLY	4	16	5	76	5	47	7	10	65	25	100	2	32
SCMH1	76	206	71	231	290	174	144	72	260	40	195	85	123
SCML1	85	72	233	161	147	91	497	90	97	115	156	122	96
SCML2	0	20	7	22	15	14	5	7	0	0	19	3	19
SCML2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCML2P2	0	0	0	5	2	0	8	5	0	0	11	0	0
SCML4	0	0	0	12	206	281	30	10	71	1	86	76	25
SCN10A	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN11A	4	0	8	2	0	0	45	4	0	0	1	3	3
SCN1A	0	0	0	0	0	0	0	0	0	0	0	1	0
SCN1B	21	1	254	26	57	14	148	213	21	403	13	371	36
SCN2A	0	0	0	0	0	34	0	1	0	0	0	1	0
SCN2B	0	0	0	0	6	0	13	0	0	0	0	0	0
SCN3A	0	0	7	0	227	44	0	0	0	0	14	0	0
SCN3B	21	34	11	17	0	16	45	0	19	0	27	15	5
SCN4A	0	0	15	0	14	15	11	29	0	133	1	0	0
SCN4B	0	2	22	6	17	3	37	3	0	8	5	1	6
SCN5A	3	1	0	0	14	5	7	0	0	0	6	0	3
SCN7A	0	0	0	0	40	0	0	0	0	0	5	0	0
SCN8A	0	0	4	0	0	13	11	4	0	0	4	1	4
SCN9A	0	0	0	22	1	32	92	0	9	17	49	0	27
SCNM1	181	515	154	479	111	418	446	52	272	97	328	184	496
SCNN1A	23	4	91	28	20	21	97	110	34	149	15	135	28
SCNN1B	0	0	0	6	0	0	0	0	0	0	0	0	0
SCNN1D	12	15	8	28	18	56	22	5	95	82	35	0	32
SCNN1G	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO1	76	235	47	286	183	149	247	21	159	30	219	71	175
SCO2	319	769	164	503	188	192	429	83	741	126	370	542	512
SCOC	72	131	85	114	164	150	251	32	53	24	138	15	114
SCOCP1	14	0	12	0	15	4	6	0	0	1	19	4	6
SCP2	497	1016	286	956	285	1122	1163	151	630	148	871	156	807
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	1421	3702	873	3644	548	1646	2991	306	1940	493	1892	481	2968
SCRG1	3	49	9	141	16	65	97	27	819	5	241	15	25
SCRIB	492	841	390	810	521	610	989	81	1129	260	843	340	597
SCRN1	302	839	318	1133	777	1050	755	106	860	87	660	223	340
SCRN2	64	147	28	152	43	209	171	10	85	0	140	73	154
SCRN3	23	145	52	248	88	162	116	9	161	30	207	58	142
SCRT1	3	0	0	0	0	0	11	0	0	0	0	0	5
SCRT2	0	0	0	0	0	0	0	40	0	4	4	13	7
SCT	0	29	5	2	3	0	0	4	0	0	41	0	13
SCTR	0	0	18	0	0	0	0	0	0	0	0	0	0
SCUBE1	2	8	2	12	6	0	9	0	13	44	11	7	4
SCUBE2	43	11	77	11	12	0	205	131	0	951	14	0	16
SCUBE3	202	53	255	230	209	102	145	265	104	379	139	139	34
SCXA	0	0	2	0	0	0	0	0	0	0	0	0	0
SCXB	0	0	0	0	0	0	0	0	0	0	0	0	0
SCYL1	797	1016	533	862	462	613	1459	303	760	357	760	412	1224
SCYL2	634	884	923	1049	926	742	1621	635	506	623	943	898	1169
SCYL3	79	160	75	275	218	132	137	50	253	11	182	200	106
SDAD1	124	314	80	399	325	428	360	49	356	33	415	49	336
SDAD1P1	25	25	162	29	37	36	209	111	7	150	40	41	15
SDAD1P2	0	0	0	0	0	0	7	0	0	0	1	0	5
SDAD1P3	0	5	0	0	0	0	0	0	0	0	0	0	0
SDAD1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
SDC1	39	0	228	0	211	0	73	125	0	21	0	3	0
SDC2	1607	115	1291	63	333	74	4057	877	145	923	57	548	166
SDC3	1433	342	774	637	104	56	4446	193	145	20	186	1218	198
SDC4	1372	43	1520	36	476	36	3713	2028	86	907	53	1413	245
SDC4P	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP	4372	5593	7668	6240	3771	2893	19613	8865	2435	10372	4206	8817	7242
SDCBP2	7	6	30	6	39	7	20	16	55	68	10	3	11
SDCBP2-AS1	47	106	132	242	186	159	222	119	292	184	213	86	139
SDCBP2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCBPP1	5	31	193	70	50	34	49	310	22	307	22	144	77
SDCBPP2	2	21	10	12	24	12	30	28	1	11	11	29	35
SDCBPP3	36	8	35	31	0	45	115	32	26	47	14	58	31
SDCCAG3	159	254	126	203	219	247	468	26	338	145	309	64	250
SDCCAG3P1	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCCAG3P2	0	0	0	0	0	1	0	0	0	0	1	0	0
SDCCAG8	434	475	534	747	456	381	696	441	658	789	601	230	557
SDE2	401	706	331	698	990	1020	1215	311	454	740	657	290	888
SDF2	358	499	435	459	333	377	667	365	211	444	317	408	551
SDF2L1	376	258	183	122	185	237	408	49	64	37	138	123	300
SDF4	1499	1647	1233	1595	785	1206	2931	647	1113	646	1119	967	1894
SDHA	885	1513	364	1438	801	1419	1498	237	692	289	880	450	1159
SDHAF1	48	175	11	120	70	189	135	13	96	34	109	62	93
SDHAF2	37	173	63	257	95	99	102	6	87	29	133	124	179
SDHAP1	200	323	121	452	349	318	375	185	516	127	318	30	297
SDHAP2	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHAP3	80	30	71	56	340	268	68	14	46	38	114	54	44
SDHB	514	780	329	451	217	554	775	104	333	135	399	300	633
SDHC	335	760	219	608	397	499	808	88	306	146	488	185	729
SDHCP1	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHCP2	0	13	0	5	5	0	0	8	32	0	13	0	5
SDHCP3	0	9	4	0	2	0	0	0	0	0	7	0	6
SDHCP4	0	0	0	0	0	0	0	0	0	0	0	0	1
SDHD	209	548	156	489	144	297	489	56	195	10	324	139	367
SDHDP2	6	26	20	3	0	10	7	4	2	25	10	2	19
SDHDP6	6	35	16	27	0	9	61	5	11	35	30	21	33
SDIM1	0	0	0	0	0	0	0	0	0	0	0	0	0
SDK1	0	3	7	0	41	3	40	19	0	0	0	1	6
SDK2	24	4	124	131	18	43	0	17	0	19	82	4	4
SDPR	4	81	8	276	42	90	41	0	16	13	32	0	48
SDR16C5	0	0	0	0	9	0	0	0	0	0	7	6	0
SDR16C6P	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR39U1	61	124	18	159	79	137	39	48	158	36	140	59	69
SDR42E1	0	14	5	0	73	38	0	5	0	0	7	0	4
SDR42E2	3	12	0	6	14	26	16	11	0	8	26	0	10
SDR9C7	0	0	0	0	0	0	0	0	0	0	0	0	0
SDS	2340	54	461	51	346	27	1202	591	67	375	26	237	38
SDSL	428	74	113	91	35	93	451	148	72	66	23	235	65
SEBOX	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC11A	456	1601	384	1866	428	1189	1382	251	947	245	1157	190	1747
SEC11C	100	108	53	163	367	231	187	12	108	34	198	43	164
SEC13	542	1016	689	870	595	725	1357	408	534	1444	684	393	1061
SEC13P1	0	0	0	11	6	11	0	0	11	5	9	0	1
SEC14L1	1743	3745	3100	4582	2224	3158	9598	4035	2339	4983	3404	8109	3963
SEC14L1P1	0	47	12	22	6	69	9	12	35	0	27	6	13
SEC14L2	24	30	77	102	102	47	119	39	32	81	79	30	19
SEC14L3	0	0	0	0	0	0	2	0	0	0	0	0	0
SEC14L4	0	0	5	2	8	0	0	0	0	0	0	0	0
SEC14L5	0	0	0	3	0	0	8	0	22	0	0	2	3
SEC14L6	8	0	0	0	0	0	0	0	0	0	0	0	0
SEC16A	1531	3232	2288	2905	2026	2379	3483	2770	3530	3352	3212	2878	4284
SEC16B	0	0	0	4	0	0	0	0	0	0	0	0	1
SEC1P	0	15	0	0	0	3	0	10	16	0	6	26	10
SEC22A	14	59	25	92	54	139	54	0	62	0	108	3	58
SEC22B	656	792	1618	740	732	766	2434	1195	388	2705	572	1126	1060
SEC22C	116	263	107	272	416	401	500	39	254	93	385	108	303
SEC23A	388	844	283	803	673	612	1014	156	460	192	508	214	807
SEC23B	661	1042	549	1252	728	873	1609	199	604	507	805	491	1060
SEC23IP	304	625	287	989	363	536	903	143	462	110	627	247	570
SEC24A	395	556	1576	544	563	488	1690	1065	249	1684	452	491	682
SEC24B	277	947	431	1087	793	1176	1176	328	727	370	1033	330	921
SEC24B-AS1	0	8	8	10	0	23	6	13	0	0	13	0	4
SEC24C	643	1649	639	1926	788	1643	1850	507	1179	508	1631	372	1685
SEC24D	379	806	508	1177	460	601	1926	437	611	635	858	652	1236
SEC31A	673	1906	902	1925	1198	1804	2201	480	1467	501	1761	635	2764
SEC31B	63	204	54	321	110	354	70	6	243	0	484	66	140
SEC61A1	1324	2261	1321	2061	1227	1683	3627	866	1784	926	1655	1038	2790
SEC61A2	15	64	69	59	92	140	113	76	59	66	93	114	73
SEC61B	195	459	318	401	354	432	695	217	215	198	310	173	619
SEC61G	196	323	286	248	162	303	519	136	215	129	165	129	317
SEC62	439	1114	937	1183	1042	1301	1311	487	643	645	1067	446	1333
SEC62-AS1	7	30	3	9	27	13	0	4	0	33	35	5	26
SEC63	230	1057	552	972	572	1176	856	251	935	236	1101	209	1159
SEC63P1	9	84	13	122	10	75	42	12	247	33	150	26	152
SEC63P2	0	0	0	0	0	0	0	0	0	0	0	1	0
SECISBP2	521	1019	736	1540	1111	1668	1370	592	1673	923	1727	661	1022
SECISBP2L	387	1044	384	1213	1206	1372	1334	242	755	300	1051	327	1196
SECTM1	1571	3241	960	4616	355	1391	6251	617	1559	874	1926	4285	3348
SEH1L	186	586	166	467	554	603	591	133	523	75	632	198	596
SEL1L	987	2509	1131	2929	1499	1789	2988	751	1983	665	1947	734	2100
SEL1L2	0	0	0	0	0	0	0	0	0	0	0	1	0
SEL1L3	423	143	441	701	2263	1875	1691	129	118	77	494	235	260
SELE	17	0	61	0	6	0	4	76	0	0	0	35	0
SELENBP1	6	60	8	0	0	0	26	0	0	0	0	0	0
SELK	1407	488	826	391	1248	470	1994	511	174	465	385	670	493
SELL	451	8535	2156	8601	2482	2844	4729	2314	3204	3154	4623	6641	8639
SELM	61	22	53	20	147	78	79	34	0	0	21	1	33
SELO	315	616	173	785	360	482	861	96	547	145	795	245	733
SELP	18	22	0	37	9	4	9	48	0	11	15	35	26
SELPLG	1130	3280	767	4696	197	2393	2967	323	2180	412	2163	1316	3770
SELT	644	1320	514	1049	894	811	1985	254	550	255	718	509	1393
SELV	0	0	0	0	0	0	0	0	0	0	0	12	0
SEMA3A	5	7	12	36	0	17	22	15	0	0	16	5	14
SEMA3B	0	20	47	21	38	0	133	163	1	245	66	161	24
SEMA3B-AS1	0	8	0	10	20	0	11	5	0	33	5	0	0
SEMA3C	148	235	295	449	37	178	589	280	211	95	228	107	161
SEMA3D	0	0	4	0	31	7	0	0	0	0	0	2	0
SEMA3E	0	0	0	0	0	0	0	0	0	0	0	8	0
SEMA3F	27	0	132	0	4	27	129	98	0	166	0	21	1
SEMA3G	0	0	9	0	6	0	45	26	0	0	0	1	9
SEMA4A	2315	2110	1300	2302	656	851	4564	684	2140	1889	1705	2461	2856
SEMA4B	499	868	409	743	736	731	919	446	862	313	730	607	1036
SEMA4C	393	107	452	149	240	310	509	136	127	132	286	42	50
SEMA4D	1391	3754	2272	4886	2047	2961	7345	2798	4555	3156	3590	4484	2571
SEMA4F	24	4	2	20	92	75	21	0	0	7	41	0	7
SEMA4G	0	14	14	10	17	20	8	0	65	0	36	0	19
SEMA5A	0	1	44	0	0	0	48	26	0	0	0	1	0
SEMA5B	0	0	0	0	0	0	7	0	0	0	0	0	0
SEMA6A	69	90	33	204	194	145	107	19	112	27	151	51	61
SEMA6B	6050	1293	3798	146	1408	260	4751	2075	180	3122	46	1982	357
SEMA6C	0	18	12	41	0	18	18	11	16	19	31	15	43
SEMA6D	0	0	0	0	0	0	1	0	0	0	0	0	0
SEMA7A	424	45	255	34	4333	179	673	257	81	176	45	234	49
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0	0	0	0	0	0
SENCR	7	109	1	143	8	100	34	24	76	0	115	20	84
SENP1	62	229	101	398	155	278	352	79	202	40	297	83	266
SENP2	111	457	271	593	356	535	354	195	398	165	584	193	540
SENP3	27	177	136	147	114	116	82	52	183	45	145	33	101
SENP3-EIF4A1	8	5	49	35	5	0	8	18	0	51	23	12	18
SENP5	388	1188	610	1084	1049	1327	844	262	838	436	967	348	1451
SENP6	441	1600	454	2287	1086	1543	1385	268	1430	344	2028	306	1405
SENP7	171	658	238	981	589	896	552	138	643	121	792	234	577
SENP8	1	14	6	23	12	33	16	9	50	4	22	0	5
SEP15	1049	1684	799	1832	919	1623	2339	471	912	403	1048	569	1566
SEPHS1	121	204	100	198	192	279	310	72	176	47	200	95	255
SEPHS1P1	0	0	0	0	0	6	0	0	0	0	2	0	1
SEPHS1P4	1	0	0	0	0	0	0	0	0	0	5	0	7
SEPHS1P6	0	0	0	1	0	0	0	0	0	0	0	0	4
SEPHS1P7	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPHS2	555	508	873	673	543	688	1508	1473	456	1485	396	462	652
SEPHS2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPN1	529	955	414	1160	202	373	1313	180	801	133	458	396	1196
SEPP1	130	0	641	2	25	11	408	41	0	0	3	7	4
SEPSECS	50	221	57	386	257	322	151	50	262	34	259	45	202
SEPT1	8	0	0	0	35	55	9	0	65	10	29	0	1
SEPT10	172	131	266	198	53	47	297	80	42	121	173	29	126
SEPT10P1	3	3	13	8	0	0	22	0	0	21	5	0	7
SEPT11	227	248	308	252	514	627	899	182	247	248	372	188	279
SEPT12	0	17	0	8	0	0	0	0	0	2	3	0	10
SEPT14	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT2	1478	2852	1580	2583	1841	2427	3859	648	2183	957	2087	1158	3490
SEPT2P1	1	0	0	3	0	0	1	0	0	0	0	1	2
SEPT3	0	0	27	0	8	0	5	0	0	0	3	0	0
SEPT4	49	0	36	58	15	7	37	72	64	57	15	68	21
SEPT5	13	14	52	10	6	3	64	45	42	34	1	54	24
SEPT6	711	954	559	1344	1546	1494	1422	340	718	367	1271	385	992
SEPT7	646	1598	801	1651	1983	2506	1849	449	1006	546	1607	655	1772
SEPT7P2	107	295	76	221	224	435	273	21	167	36	289	32	307
SEPT7P3	0	1	0	0	11	13	2	13	0	0	8	0	1
SEPT7P4	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPT7P5	0	0	0	0	0	4	0	0	0	0	0	0	0
SEPT7P6	21	80	28	71	24	49	19	25	48	32	68	25	85
SEPT7P7	0	0	0	0	0	0	0	0	0	0	0	1	1
SEPT7P8	0	16	0	5	0	0	0	0	0	7	9	0	7
SEPT7P9	0	16	0	6	0	9	0	0	5	0	16	7	26
SEPT8	91	101	85	61	37	79	151	45	37	1	84	77	94
SEPT9	2788	9543	2864	8574	3799	7351	6267	1859	6153	1883	6627	2419	8122
SEPW1	341	313	252	441	241	405	607	123	394	162	299	303	490
SEPW1P	0	0	0	0	0	0	0	0	0	0	0	0	0
SERAC1	64	60	41	194	123	101	195	13	347	144	156	37	101
SERBP1	1017	2484	754	2285	1743	2293	2520	474	1689	454	1731	545	2256
SERBP1P1	24	28	5	35	37	30	26	0	10	0	35	15	24
SERBP1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
SERBP1P3	8	0	7	16	0	6	0	0	0	0	0	16	3
SERBP1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
SERBP1P5	23	47	25	24	52	31	47	5	5	0	18	0	35
SERBP1P6	8	0	1	0	0	0	0	0	0	0	5	0	1
SERF1A	0	0	0	0	0	4	0	0	0	0	0	0	0
SERF1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0
SERF1B	8	0	0	0	4	0	5	0	10	0	8	0	1
SERF2	2074	2473	1510	2785	862	1586	3452	928	1270	883	1565	1277	2885
SERGEF	54	131	33	245	144	263	70	4	105	7	176	23	209
SERHL	0	0	0	5	0	38	0	0	0	0	6	0	25
SERHL2	11	46	15	27	56	12	71	4	94	29	58	8	26
SERINC1	1487	3443	2188	3559	2150	2683	5524	1292	1876	1540	2023	1811	2547
SERINC2	84	69	186	73	37	37	339	98	51	126	36	144	267
SERINC3	613	1899	2102	2256	1651	1812	3917	2405	1254	2448	1603	2414	1811
SERINC4	0	0	0	0	0	0	0	0	0	0	0	0	0
SERINC5	537	317	389	479	295	284	701	183	385	234	497	199	469
SERP1	1143	3138	1260	2585	1451	2102	3393	987	1793	1573	1941	1448	3619
SERP2	0	0	0	0	4	0	0	7	25	0	0	0	0
SERPINA1	8694	21470	14224	24964	2855	8681	22538	8360	10168	12231	11876	15379	20258
SERPINA10	7	0	14	0	0	0	0	0	0	0	1	2	0
SERPINA11	0	4	0	0	0	0	8	8	0	32	12	8	0
SERPINA12	0	0	0	0	0	0	0	4	0	0	0	0	0
SERPINA13P	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA2P	0	7	22	0	0	0	9	4	0	154	3	23	0
SERPINA3	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA4	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA5	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA6	0	0	1	0	0	0	0	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA9	4	0	0	0	0	0	2	5	0	0	3	0	2
SERPINB1	1882	3801	3500	3936	2256	2794	7799	4931	2094	4800	2108	5416	5537
SERPINB10	9	45	21	0	3	9	54	55	0	172	18	5	6
SERPINB11	0	0	0	0	0	0	0	0	0	0	0	1	0
SERPINB12	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	5	0	0	0	10	6	0	0	0	1	0
SERPINB2	999	193	13411	63	1749	25	2110	6971	33	4520	119	1145	53
SERPINB3	0	0	26	0	0	0	4	19	0	0	0	0	0
SERPINB4	0	0	10	0	0	0	21	1	0	0	0	10	0
SERPINB5	14	0	55	0	36	0	0	18	0	9	0	0	0
SERPINB6	631	949	387	831	380	854	1204	275	901	136	758	341	1176
SERPINB7	0	0	16	0	0	0	0	0	0	0	0	15	0
SERPINB8	305	525	808	614	328	576	936	500	676	550	495	540	728
SERPINB8P1	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB9	8956	1814	12775	2672	7096	1265	15667	8308	1133	6701	1414	9186	2039
SERPINC1	0	0	3	8	0	0	9	0	13	34	2	1	0
SERPIND1	8	55	30	77	65	97	33	29	55	51	100	9	108
SERPINE1	129	13	1502	14	186	6	630	1759	15	1166	2	39	13
SERPINE2	0	0	96	4	22	12	29	24	17	65	0	0	4
SERPINE3	46	28	88	37	194	32	420	121	33	507	45	65	18
SERPINF1	250	55	179	144	161	60	1808	72	174	9	92	16	72
SERPINF2	69	101	34	26	39	25	394	25	39	35	39	50	30
SERPING1	2931	263	300	394	3	36	5807	321	350	108	143	2122	118
SERPINH1	1068	26	1816	83	133	29	655	732	52	223	30	150	45
SERPINH1P1	0	0	9	0	0	0	0	0	0	8	0	12	0
SERPINI1	27	6	0	0	25	35	22	6	0	0	8	0	4
SERPINI2	0	7	0	80	0	11	7	0	32	2	11	0	1
SERTAD1	615	479	1351	493	1299	425	2875	2277	164	1115	230	622	966
SERTAD2	237	1786	859	1229	1061	1017	975	726	628	692	854	176	2460
SERTAD3	151	792	213	527	308	472	491	158	253	63	290	217	759
SERTAD4	0	0	0	0	5	0	0	0	0	0	0	0	0
SERTAD4-AS1	0	0	11	0	0	0	0	0	0	0	0	0	0
SERTM1	0	0	0	0	0	0	0	0	0	0	0	0	0
SESN1	151	243	175	206	240	540	755	118	1085	76	520	133	226
SESN2	1663	191	1159	295	574	245	1829	1120	161	900	147	837	362
SESN3	144	1215	354	1617	6809	1832	966	261	536	214	1324	151	1154
SESTD1	1126	1403	1898	1662	873	840	2719	1063	943	2474	1436	686	1238
SET	1296	2953	966	3115	2385	3353	3237	705	1678	503	2153	494	2945
SETBP1	23	314	6	467	1813	1548	58	17	85	17	767	17	127
SETD1A	182	649	212	673	297	539	457	151	884	230	724	133	603
SETD1B	462	1693	329	2417	616	1033	1155	282	2463	515	2140	726	1710
SETD2	817	2433	787	2692	2295	2921	2648	545	1802	775	2268	793	2341
SETD3	607	1077	506	1139	506	1151	1632	189	623	306	783	408	1182
SETD4	88	98	24	213	103	185	32	1	243	41	194	18	120
SETD5	718	1270	1187	1727	1770	1437	1471	831	1647	948	1631	927	1436
SETD5-AS1	231	307	542	366	590	414	442	887	318	756	382	368	293
SETD6	72	38	28	73	142	159	98	58	118	58	142	34	29
SETD7	165	1065	255	1564	312	622	1055	146	916	97	913	92	1016
SETD8	322	525	285	395	290	395	585	202	376	417	330	383	670
SETD9	22	47	9	99	42	32	170	22	60	33	110	52	88
SETDB1	214	788	208	1085	400	669	663	90	921	197	880	232	719
SETDB2	464	306	651	523	467	369	1233	516	471	244	454	441	275
SETMAR	38	164	56	173	64	125	96	39	277	34	155	57	149
SETP1	0	0	0	0	8	0	0	0	0	0	0	0	0
SETP10	0	10	7	7	6	0	1	0	18	7	8	3	8
SETP11	3	0	0	0	9	0	0	0	0	4	2	0	0
SETP12	0	7	0	0	0	0	0	0	0	0	0	0	0
SETP14	47	29	10	19	36	54	66	16	17	1	20	30	51
SETP15	0	5	0	0	0	0	0	0	0	0	6	0	0
SETP16	0	0	0	0	0	0	0	0	0	0	0	0	0
SETP17	0	0	16	10	17	2	0	1	0	28	0	0	2
SETP2	0	0	0	0	0	0	7	0	0	0	1	41	0
SETP20	7	4	3	0	14	3	0	0	1	6	19	2	9
SETP21	0	7	3	15	16	17	0	0	1	0	13	8	7
SETP22	1	0	0	13	0	0	5	0	0	0	3	1	5
SETP4	0	0	0	4	0	0	1	0	0	0	0	0	0
SETP5	0	15	0	16	14	45	5	0	0	12	53	0	30
SETP6	0	0	18	0	19	0	10	0	0	24	7	0	0
SETP7	0	0	0	0	0	0	0	0	0	0	0	0	0
SETP8	3	0	0	0	0	2	0	0	0	0	0	0	0
SETP9	0	0	8	26	27	0	0	12	20	0	9	16	5
SETSIP	11	42	10	20	18	18	20	8	0	0	12	19	31
SETX	1527	6115	2483	7302	4153	5365	5319	1616	5177	1595	5859	2540	5086
SEZ6	34	97	62	111	45	47	246	157	113	624	183	204	76
SEZ6L	0	128	0	63	0	48	5	2	111	0	127	2	59
SEZ6L2	12	0	61	0	0	0	2	0	0	0	1	1	0
SF1	1402	4551	1722	4373	3656	3929	4056	1396	4080	1577	4471	1806	5506
SF3A1	896	2394	1145	2288	1448	1748	2810	874	1779	586	1639	1001	2208
SF3A2	255	795	157	583	273	473	582	190	387	149	524	243	855
SF3A3	392	1005	260	924	458	732	1093	244	815	288	1001	181	1060
SF3A3P1	22	13	8	62	15	9	7	0	24	0	52	0	34
SF3A3P2	8	0	7	11	0	0	15	0	65	6	17	0	4
SF3B1	2664	7217	3081	7816	5568	8009	7918	1884	4935	2097	5609	2521	6656
SF3B14	164	358	143	345	192	292	313	129	162	107	249	143	365
SF3B2	1686	3351	1214	3040	1311	2496	3323	795	1917	764	2038	1182	3231
SF3B3	609	1265	436	1749	1349	1539	1657	231	1377	339	1360	373	1200
SF3B4	180	747	151	568	281	445	682	213	418	259	499	281	782
SF3B5	281	832	262	772	287	704	810	111	329	214	451	112	901
SFI1	273	483	158	639	645	936	404	256	538	228	913	214	374
SFMBT1	121	127	49	77	551	242	357	8	72	75	189	84	102
SFMBT2	985	998	1146	1332	645	1529	3298	554	489	793	866	915	609
SFN	52	0	219	0	144	5	37	153	0	35	10	16	3
SFPQ	2741	6260	4653	5413	6639	5767	8928	4517	5768	5945	6807	2788	6868
SFPQP1	0	0	0	0	0	0	5	0	0	0	0	0	0
SFR1	64	108	346	192	106	61	345	239	101	395	93	26	111
SFRP1	0	4	10	0	0	0	32	18	0	0	0	0	0
SFRP2	0	0	195	15	0	0	96	80	0	177	0	21	12
SFRP4	5	0	113	3	0	0	0	11	0	0	4	2	4
SFRP5	0	12	4	2	1	0	0	17	1	22	2	0	2
SFSWAP	456	1186	524	1439	663	1277	668	255	1256	254	1309	442	1178
SFT2D1	373	576	419	600	335	359	691	211	253	295	355	395	532
SFT2D2	1249	3274	712	4070	1515	3924	3586	633	2450	613	3563	830	3677
SFT2D3	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTA1P	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTA2	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPA3P	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPB	16	5	9	12	0	10	3	8	5	0	19	10	7
SFTPC	0	0	0	3	0	0	3	0	0	0	0	0	0
SFTPD	0	37	0	31	0	18	0	0	59	0	42	0	10
SFXN1	59	115	90	157	230	319	253	66	119	61	101	53	105
SFXN2	39	26	18	34	78	84	47	0	33	9	51	14	22
SFXN3	672	768	520	728	241	651	1814	292	690	152	620	589	957
SFXN4	31	165	17	93	86	108	106	32	192	0	76	6	98
SFXN5	186	679	108	833	41	351	435	71	763	152	708	177	733
SGCA	0	0	0	7	15	13	0	0	17	0	16	0	4
SGCB	23	43	13	3	43	23	15	20	58	9	26	16	13
SGCD	0	0	9	0	0	41	3	4	1	0	1	1	0
SGCE	0	0	19	0	94	42	6	5	0	0	6	4	0
SGCG	0	0	0	0	11	0	0	0	0	0	0	0	0
SGCZ	0	0	0	0	0	0	0	0	0	0	0	0	0
SGIP1	7	0	71	0	0	0	0	30	0	20	1	1	2
SGK1	11040	4076	11158	2225	3600	1191	18349	10848	978	4829	1843	5500	5313
SGK2	0	0	0	0	0	6	0	0	10	0	13	0	1
SGK223	182	49	44	131	161	181	318	44	205	49	127	37	45
